segment,start_station,end_station,line_proximity,line,pm1,pm25,pm5,pm10,filter_line,filter_ds,pm25_fraction,pm1_fraction
W SJ,Ignore,Ignore,1,Shallow Lines,0.058,0.068,0.07,0.075,8,0,0.9066666667,0.7733333333
W SJ,Ignore,Ignore,1,Shallow Lines,0.058,0.069,0.073,0.075,8,0,0.92,0.7733333333
W SJ,Ignore,Ignore,1,Shallow Lines,0.066,0.077,0.082,0.097,8,0,0.793814433,0.6804123711
W SJ,Ignore,Ignore,1,Shallow Lines,0.061,0.072,0.075,0.08,8,0,0.9,0.7625
SJ V,Ignore,Ignore,0,Shallow Lines,0.061,0.072,0.074,0.08,8,0,0.9,0.7625
SJ V,Ignore,Ignore,0,Shallow Lines,0.064,0.075,0.077,0.082,8,0,0.9146341463,0.7804878049
SJ V,Ignore,Ignore,0,Shallow Lines,0.067,0.079,0.082,0.084,8,0,0.9404761905,0.7976190476
SJ V,Ignore,Ignore,0,Shallow Lines,0.07,0.082,0.085,0.093,8,0,0.8817204301,0.752688172
SJ V,Ignore,Ignore,0,Shallow Lines,0.073,0.085,0.089,0.103,8,0,0.8252427184,0.7087378641
SJ V,Ignore,Ignore,0,Shallow Lines,0.073,0.086,0.089,0.096,8,0,0.8958333333,0.7604166667
